AblationType,Rounds,O_MAE,C_MAE,E_MAE,A_MAE,N_MAE,Avg_MAE,O_RMSE,C_RMSE,E_RMSE,A_RMSE,N_RMSE,Avg_RMSE
dialogue,6,0.78,0.304,0.47,0.656,1.075,0.657,0.939,0.327,0.529,0.769,1.392,0.746
