Participant,Rounds,O_MAE,C_MAE,E_MAE,A_MAE,N_MAE,Avg_MAE,O_RMSE,C_RMSE,E_RMSE,A_RMSE,N_RMSE,Avg_RMSE
13,1,0.62,0.653,0.13,0.238,0.495,0.427,0.701,0.755,0.135,0.252,0.555,0.498
13,2,0.56,0.422,0.39,0.327,0.485,0.437,0.64,0.487,0.456,0.348,0.54,0.502
13,3,0.32,0.242,0.51,0.271,0.755,0.419,0.352,0.26,0.587,0.29,0.905,0.508
13,4,0.44,0.333,0.53,0.311,0.595,0.442,0.492,0.372,0.623,0.33,0.679,0.512
13,5,0.72,0.187,0.27,0.331,0.735,0.448,0.906,0.199,0.301,0.358,0.895,0.598
13,6,0.3,0.309,0.49,0.231,0.635,0.393,0.326,0.339,0.559,0.244,0.732,0.466
14,1,0.94,0.58,0.89,0.876,0.525,0.762,1.149,0.683,1.068,1.141,0.633,0.882
14,2,0.98,0.587,0.69,0.664,0.155,0.615,1.244,0.668,0.827,0.867,0.16,0.764
14,3,0.78,0.527,0.51,0.847,0.485,0.63,0.913,0.596,0.589,1.057,0.57,0.712
14,4,0.66,0.52,0.85,0.736,0.385,0.63,0.764,0.59,1.061,0.906,0.441,0.769
14,5,0.84,0.467,0.81,0.836,0.505,0.692,1.03,0.517,0.968,1.074,0.602,0.791
14,6,0.64,0.44,0.61,0.667,0.575,0.586,0.766,0.492,0.731,0.86,0.694,0.687
15,1,0.38,0.394,0.27,0.74,0.56,0.469,0.414,0.431,0.29,0.894,0.626,0.531
15,2,0.3,0.331,0.33,0.76,0.44,0.432,0.324,0.36,0.353,0.916,0.506,0.511
15,3,0.4,0.371,0.31,0.64,0.74,0.492,0.435,0.403,0.351,0.776,0.896,0.603
15,4,0.5,0.294,0.41,0.5,0.48,0.437,0.553,0.316,0.452,0.556,0.559,0.493
15,5,0.42,0.374,0.49,0.613,0.52,0.484,0.464,0.408,0.571,0.691,0.576,0.523
15,6,0.46,0.454,0.39,0.8,0.62,0.545,0.504,0.506,0.44,0.966,0.714,0.617
16,1,1.14,0.76,1.665,0.64,0.64,0.969,1.401,0.906,2.224,0.761,0.762,1.098
16,2,0.86,0.52,1.605,0.893,0.66,0.908,1.038,0.598,2.128,1.066,0.779,1.033
16,3,0.62,0.64,1.185,0.66,0.82,0.785,0.721,0.746,1.509,0.764,0.966,0.873
16,4,0.52,0.26,1.245,1.02,0.8,0.769,0.61,0.286,1.581,1.234,0.96,0.896
16,5,0.66,0.68,1.505,0.847,0.82,0.902,0.777,0.778,1.967,0.992,0.962,0.978
16,6,0.7,0.7,1.405,0.567,0.82,0.838,0.833,0.804,1.812,0.654,0.969,0.935
17,1,0.24,0.354,0.295,0.502,0.42,0.362,0.256,0.386,0.32,0.702,0.458,0.454
17,2,0.36,0.414,0.555,0.524,0.44,0.459,0.397,0.45,0.622,0.724,0.48,0.552
17,3,0.36,0.434,0.695,0.513,0.66,0.533,0.397,0.483,0.803,0.714,0.768,0.661
17,4,0.3,0.556,0.685,0.484,0.6,0.525,0.324,0.617,0.807,0.682,0.699,0.645
17,5,0.32,0.356,0.675,0.224,0.78,0.471,0.349,0.393,0.819,0.243,0.936,0.561
17,6,0.52,0.636,0.655,0.258,0.64,0.542,0.579,0.718,0.759,0.278,0.744,0.599
18,1,0.2,1.156,0.505,0.567,0.58,0.601,0.211,1.458,0.558,0.692,0.652,0.723
18,2,0.4,1.096,0.555,0.453,0.58,0.617,0.459,1.364,0.633,0.496,0.717,0.761
18,3,0.46,1.276,0.445,0.48,0.42,0.616,0.526,1.632,0.494,0.528,0.458,0.727
18,4,0.26,1.316,0.695,0.72,0.6,0.718,0.284,1.692,0.82,0.87,0.68,0.837
18,5,0.36,1.276,0.825,0.74,0.64,0.768,0.4,1.626,0.996,0.894,0.744,0.898
18,6,0.42,1.396,0.605,0.78,0.7,0.78,0.483,1.806,0.717,0.941,0.861,0.941
19,1,1.18,0.844,1.115,0.918,1.335,1.078,1.473,0.996,1.397,1.089,1.781,1.137
19,2,0.78,1.144,0.925,0.878,1.375,1.02,0.974,1.434,1.152,1.066,1.811,1.135
19,3,1.02,1.144,1.115,1.018,1.555,1.17,1.243,1.439,1.394,1.225,2.098,1.226
19,4,1.1,1.164,1.055,0.978,1.275,1.114,1.342,1.463,1.291,1.171,1.715,1.16
19,5,0.98,1.064,1.335,0.858,1.305,1.108,1.187,1.3,1.72,1.007,1.707,1.152
19,6,0.82,1.344,1.205,1.038,1.515,1.184,0.992,1.714,1.589,1.258,2.078,1.286
2,1,0.2,0.853,0.48,0.098,1.37,0.6,0.21,1.03,0.541,0.1,1.805,0.783
2,2,0.5,0.813,0.5,0.567,1.27,0.73,0.585,0.983,0.56,0.753,1.665,0.892
2,3,0.18,0.813,0.72,0.558,1.09,0.672,0.188,0.986,0.843,0.743,1.367,0.824
2,4,0.48,1.173,0.52,0.229,1.65,0.81,0.556,1.472,0.614,0.243,2.198,1.012
2,5,0.42,1.153,0.64,0.169,1.69,0.814,0.47,1.426,0.763,0.177,2.265,1.009
2,6,0.5,1.213,0.76,0.518,0.89,0.776,0.592,1.51,0.922,0.698,1.124,0.954
20,1,1.1,0.691,0.78,0.62,1.05,0.848,1.368,0.801,0.929,0.795,1.302,0.965
20,2,1.02,0.731,0.82,0.56,0.77,0.78,1.249,0.856,0.979,0.726,0.927,0.895
20,3,0.9,0.671,0.76,0.62,0.63,0.716,1.073,0.778,0.899,0.795,0.753,0.831
20,4,1.02,0.751,0.78,0.22,1.01,0.756,1.233,0.894,0.92,0.235,1.231,0.829
20,5,1.08,0.731,0.88,0.7,0.79,0.836,1.35,0.867,1.069,0.885,0.956,0.964
20,6,1.02,0.691,0.62,0.48,0.69,0.7,1.262,0.804,0.737,0.643,0.83,0.854
21,1,0.38,0.802,0.365,0.373,1.385,0.661,0.414,0.936,0.405,0.419,1.793,0.802
21,2,0.42,0.762,0.515,0.224,1.405,0.665,0.457,0.89,0.604,0.24,1.806,0.805
21,3,0.3,0.962,0.555,0.264,1.335,0.683,0.324,1.17,0.655,0.285,1.716,0.848
21,4,0.28,0.982,0.495,0.433,1.355,0.709,0.301,1.215,0.562,0.481,1.754,0.855
21,5,0.34,0.742,0.285,0.304,1.115,0.557,0.368,0.889,0.313,0.327,1.406,0.683
21,6,0.46,1.182,0.475,0.422,1.175,0.743,0.513,1.479,0.559,0.46,1.505,0.885
22,1,0.72,0.427,1.165,0.502,0.24,0.611,0.829,0.479,1.441,0.682,0.282,0.769
22,2,0.74,0.396,1.245,0.638,0.32,0.668,0.854,0.447,1.57,0.843,0.368,0.82
22,3,0.42,0.458,1.105,0.218,0.4,0.52,0.47,0.514,1.365,0.23,0.46,0.655
22,4,0.74,0.427,1.245,0.602,0.6,0.723,0.854,0.482,1.557,0.796,0.724,0.867
22,5,0.62,0.476,1.165,0.522,0.58,0.673,0.702,0.539,1.441,0.703,0.75,0.832
22,6,0.72,0.478,1.145,0.498,0.62,0.692,0.826,0.538,1.422,0.677,0.793,0.842
23,1,0.5,0.276,0.89,0.607,0.515,0.558,0.56,0.3,1.063,0.703,0.618,0.659
23,2,0.54,0.416,1.01,0.733,0.625,0.665,0.609,0.468,1.252,0.866,0.734,0.755
23,3,0.38,0.407,0.53,0.92,0.455,0.538,0.42,0.447,0.606,1.099,0.534,0.625
23,4,0.5,0.347,0.71,0.76,0.615,0.586,0.556,0.375,0.828,0.909,0.764,0.681
23,5,0.46,0.436,0.69,0.66,0.945,0.638,0.507,0.483,0.807,0.793,1.174,0.744
23,6,0.42,0.256,0.79,0.62,0.695,0.556,0.464,0.277,0.936,0.729,0.869,0.68
24,1,1.28,0.569,0.47,1.013,0.69,0.805,1.654,0.683,0.548,1.328,0.83,0.925
24,2,1.24,0.326,0.47,0.582,0.85,0.694,1.616,0.353,0.548,0.739,1.042,0.871
24,3,0.92,0.426,0.39,0.407,0.85,0.599,1.117,0.465,0.424,0.443,1.033,0.693
24,4,0.92,0.329,0.45,0.502,1.05,0.65,1.136,0.354,0.51,0.65,1.302,0.829
24,5,1.04,0.306,0.63,0.587,0.95,0.703,1.357,0.328,0.747,0.741,1.157,0.869
24,6,1.08,0.466,0.29,0.662,1.03,0.706,1.315,0.511,0.311,0.831,1.278,0.839
25,1,0.24,0.274,0.325,0.393,1.38,0.523,0.256,0.294,0.353,0.431,1.766,0.695
25,2,0.12,0.374,0.515,0.433,1.16,0.521,0.125,0.408,0.595,0.493,1.478,0.703
25,3,0.24,0.354,0.305,0.173,1.28,0.471,0.256,0.385,0.344,0.181,1.615,0.646
25,4,0.22,0.274,0.455,0.28,1.08,0.462,0.238,0.291,0.518,0.311,1.375,0.617
25,5,0.16,0.269,0.245,0.16,1.24,0.415,0.17,0.288,0.26,0.167,1.597,0.607
25,6,0.14,0.269,0.325,0.253,1.38,0.474,0.148,0.288,0.353,0.271,1.768,0.676
26,1,1.32,0.456,1.075,0.609,1.115,0.915,1.682,0.505,1.321,0.737,1.42,1.02
26,2,1.48,0.456,1.135,0.829,0.655,0.911,1.978,0.518,1.421,1.016,0.769,1.015
26,3,1.52,0.462,0.805,0.371,0.875,0.807,2.08,0.564,1.011,0.404,1.175,0.99
26,4,1.04,0.456,0.635,0.326,1.115,0.714,1.285,0.511,0.743,0.352,1.52,0.843
26,5,1.36,0.424,1.055,0.449,0.535,0.765,1.789,0.48,1.345,0.514,0.613,0.903
26,6,1.4,0.576,1.025,0.851,0.735,0.917,1.851,0.672,1.294,1.039,0.871,1.002
27,1,0.64,0.591,1.055,0.96,1.615,0.972,0.736,0.676,1.309,1.174,2.155,1.07
27,2,0.58,0.691,0.815,1.14,1.415,0.928,0.656,0.821,0.959,1.406,1.908,1.038
27,3,0.52,0.631,1.235,1.18,1.415,0.996,0.602,0.738,1.577,1.465,1.899,1.114
27,4,0.72,0.831,1.035,1.2,1.755,1.108,0.826,0.987,1.291,1.488,2.375,1.193
27,5,0.62,0.791,1.075,1.24,1.485,1.042,0.716,0.93,1.344,1.553,1.99,1.13
27,6,0.68,0.751,1.135,1.2,1.575,1.068,0.787,0.881,1.423,1.491,2.103,1.153
28,1,0.44,0.753,0.48,0.627,0.455,0.551,0.486,0.89,0.53,0.784,0.506,0.618
28,2,0.12,0.893,0.4,0.547,0.655,0.523,0.125,1.076,0.437,0.698,0.756,0.654
28,3,0.12,1.193,0.62,0.587,0.655,0.635,0.128,1.486,0.733,0.741,0.757,0.802
28,4,0.14,0.893,0.42,0.547,0.615,0.523,0.152,1.063,0.457,0.698,0.706,0.643
28,5,0.26,1.013,0.38,0.627,0.715,0.599,0.276,1.226,0.412,0.784,0.852,0.722
28,6,0.26,1.173,0.5,0.807,0.775,0.703,0.281,1.457,0.563,1.005,0.929,0.832
29,1,0.18,0.787,0.3,0.969,0.6,0.567,0.19,0.931,0.344,1.204,0.72,0.689
29,2,0.36,0.451,0.64,0.666,0.86,0.595,0.422,0.52,0.778,0.795,1.08,0.769
29,3,0.46,0.651,0.68,0.749,0.7,0.648,0.536,0.749,0.819,0.902,0.83,0.754
29,4,0.32,0.791,0.56,0.866,0.68,0.643,0.342,0.963,0.668,1.051,0.819,0.756
29,5,0.3,0.891,0.92,0.784,1.14,0.807,0.34,1.077,1.091,0.911,1.416,0.89
29,6,0.36,0.871,0.38,0.806,0.86,0.655,0.422,1.053,0.441,0.967,1.048,0.807
3,1,0.48,0.842,0.48,0.76,0.665,0.645,0.528,0.996,0.539,0.916,0.771,0.708
3,2,0.4,0.842,0.5,0.72,0.495,0.591,0.435,0.994,0.556,0.87,0.557,0.651
3,3,0.48,0.822,0.56,0.72,0.615,0.639,0.534,0.973,0.624,0.87,0.707,0.699
3,4,0.72,1.102,0.78,0.76,0.615,0.795,0.864,1.35,0.929,0.92,0.706,0.867
3,5,0.48,1.022,0.76,0.74,0.605,0.721,0.538,1.257,0.888,0.894,0.693,0.794
3,6,0.92,0.862,0.94,0.78,0.695,0.839,1.152,1.051,1.16,0.946,0.808,0.911
30,1,0.48,0.6,0.04,1.062,0.735,0.583,0.531,0.72,0.042,1.289,0.889,0.734
30,2,0.48,0.8,0.18,1.062,0.675,0.639,0.531,0.947,0.201,1.289,0.793,0.742
30,3,0.42,0.66,0.16,1.058,0.415,0.543,0.46,0.766,0.176,1.283,0.457,0.646
30,4,0.48,0.68,0.26,1.018,0.695,0.627,0.528,0.794,0.288,1.23,0.817,0.719
30,5,0.62,0.6,0.06,0.922,0.495,0.539,0.697,0.72,0.064,1.119,0.55,0.652
30,6,0.44,0.68,0.42,1.013,0.635,0.638,0.48,0.786,0.483,1.233,0.772,0.708
31,1,1.42,0.818,0.775,0.14,1.47,0.925,1.905,0.953,0.936,0.152,1.965,1.099
31,2,1.16,0.998,0.885,0.16,1.41,0.923,1.549,1.228,1.115,0.169,1.9,1.118
31,3,0.82,1.298,0.805,0.18,1.49,0.919,0.992,1.656,0.994,0.188,1.989,1.082
31,4,1.02,1.338,0.735,0.26,1.45,0.961,1.352,1.714,0.893,0.275,1.943,1.126
31,5,0.86,1.138,0.745,0.34,1.47,0.911,1.07,1.403,0.857,0.367,1.939,1.03
31,6,0.78,1.098,0.785,0.32,1.51,0.899,0.929,1.35,0.923,0.345,2.012,1.019
32,1,0.34,0.233,0.45,0.634,1.05,0.541,0.374,0.247,0.526,0.736,1.302,0.675
32,2,0.22,0.333,0.39,0.676,0.69,0.462,0.241,0.366,0.422,0.772,0.841,0.552
32,3,0.38,0.729,0.41,0.716,0.85,0.617,0.42,0.846,0.445,0.822,1.005,0.664
32,4,0.3,0.473,0.23,0.736,1.01,0.55,0.331,0.539,0.244,0.85,1.22,0.642
32,5,0.16,0.609,0.15,0.676,0.87,0.493,0.168,0.688,0.159,0.769,1.042,0.598
32,6,0.24,0.529,0.33,0.736,0.91,0.549,0.264,0.602,0.357,0.85,1.115,0.646
33,1,0.34,0.734,0.81,0.52,0.605,0.601,0.392,0.862,1.003,0.597,0.702,0.706
33,2,0.42,1.156,0.79,0.727,0.545,0.727,0.473,1.426,0.948,0.84,0.62,0.805
33,3,0.36,0.896,0.65,0.707,0.585,0.639,0.41,1.065,0.749,0.811,0.662,0.698
33,4,0.6,1.056,0.51,0.747,0.725,0.727,0.695,1.306,0.563,0.868,0.837,0.775
33,5,0.4,0.956,0.65,0.847,0.785,0.727,0.454,1.154,0.764,0.992,0.912,0.786
33,6,0.36,0.936,0.71,0.687,0.825,0.703,0.406,1.138,0.825,0.802,0.982,0.777
35,1,0.94,0.76,0.975,0.473,0.765,0.783,1.204,0.893,1.187,0.521,0.91,0.87
35,2,0.68,0.54,0.775,0.413,0.685,0.619,0.803,0.602,0.897,0.453,0.808,0.681
35,3,0.62,0.6,0.745,0.533,0.855,0.671,0.721,0.778,0.878,0.593,1.021,0.77
35,4,0.66,0.4,0.595,0.433,0.875,0.593,0.86,0.506,0.73,0.474,1.048,0.733
35,5,0.94,0.52,0.735,0.453,0.915,0.713,1.204,0.611,0.891,0.496,1.11,0.833
35,6,1.2,0.66,0.845,0.533,0.715,0.791,1.587,0.777,1.054,0.593,0.835,0.915
36,1,1.32,0.822,0.955,0.307,0.26,0.733,1.671,0.976,1.142,0.332,0.28,0.849
36,2,1.3,0.422,1.095,0.387,0.22,0.685,1.648,0.483,1.373,0.429,0.238,0.845
36,3,0.94,0.622,0.775,1.111,0.56,0.802,1.169,0.723,0.965,1.443,0.629,0.939
36,4,0.86,0.622,0.745,0.947,0.7,0.775,1.041,0.735,0.915,1.308,0.811,0.955
36,5,1.3,0.582,0.975,0.722,0.7,0.856,1.66,0.686,1.207,0.941,0.82,0.996
36,6,1.28,0.562,0.825,0.218,0.68,0.713,1.618,0.637,1.007,0.239,0.865,0.885
38,1,0.28,0.454,0.325,0.713,0.85,0.525,0.304,0.499,0.364,0.953,1.042,0.709
38,2,0.14,0.314,0.325,0.813,0.95,0.509,0.145,0.34,0.367,1.076,1.158,0.702
38,3,0.28,0.254,0.255,0.373,0.95,0.423,0.31,0.273,0.27,0.409,1.167,0.55
38,4,0.18,0.231,0.095,0.253,1.11,0.374,0.192,0.246,0.097,0.271,1.364,0.541
38,5,0.4,0.351,0.385,0.613,0.93,0.536,0.437,0.38,0.433,0.838,1.13,0.703
38,6,0.38,0.329,0.095,0.58,0.95,0.467,0.417,0.352,0.097,0.801,1.186,0.667
39,1,0.28,0.427,0.4,0.527,0.575,0.442,0.307,0.467,0.437,0.609,0.652,0.51
39,2,0.28,0.253,0.26,0.582,0.415,0.358,0.301,0.271,0.279,0.685,0.456,0.435
39,3,0.46,0.233,0.26,0.271,0.815,0.408,0.507,0.249,0.284,0.295,0.951,0.488
39,4,0.66,0.24,0.46,0.382,0.765,0.501,0.784,0.258,0.543,0.423,0.888,0.606
39,5,0.38,0.26,0.6,0.227,0.575,0.409,0.411,0.284,0.733,0.249,0.653,0.493
39,6,0.4,0.2,0.48,0.153,0.745,0.395,0.438,0.212,0.582,0.161,0.861,0.502
40,1,0.42,0.233,0.99,0.447,0.44,0.506,0.486,0.247,1.219,0.493,0.49,0.596
40,2,0.48,0.204,1.21,0.307,0.56,0.552,0.547,0.216,1.553,0.33,0.629,0.691
40,3,0.5,0.287,0.87,0.333,0.48,0.494,0.572,0.316,1.07,0.368,0.562,0.613
40,4,0.58,0.093,1.01,0.473,0.54,0.539,0.668,0.096,1.244,0.529,0.612,0.656
40,5,0.42,0.304,1.05,0.273,0.64,0.537,0.476,0.33,1.326,0.298,0.793,0.682
40,6,0.46,0.273,1.09,0.373,0.46,0.531,0.532,0.305,1.361,0.406,0.539,0.671
41,1,0.18,0.516,0.685,0.933,0.5,0.563,0.188,0.585,0.78,1.182,0.55,0.671
41,2,0.28,0.284,0.645,0.68,0.36,0.45,0.31,0.314,0.743,0.826,0.394,0.561
41,3,0.28,0.616,0.575,0.66,0.48,0.522,0.301,0.722,0.65,0.805,0.526,0.602
41,4,0.26,0.407,0.495,0.68,0.38,0.444,0.28,0.444,0.558,0.826,0.413,0.524
41,5,0.34,0.316,0.625,0.987,0.44,0.541,0.369,0.34,0.713,1.243,0.482,0.64
41,6,0.42,0.344,0.655,0.78,0.44,0.528,0.491,0.378,0.753,0.946,0.502,0.614
42,1,0.36,0.269,0.51,0.222,0.385,0.349,0.398,0.288,0.576,0.236,0.432,0.404
42,2,0.36,0.506,0.61,0.258,0.855,0.518,0.403,0.574,0.743,0.275,1.006,0.626
42,3,0.7,0.244,0.57,0.347,0.615,0.495,0.811,0.256,0.682,0.371,0.711,0.572
42,4,0.42,0.246,0.71,0.438,0.625,0.488,0.476,0.261,0.835,0.478,0.721,0.558
42,5,0.8,0.389,0.53,0.302,0.655,0.535,0.934,0.448,0.62,0.323,0.747,0.596
42,6,0.52,0.169,0.75,0.222,0.865,0.505,0.606,0.176,0.909,0.234,1.021,0.624
44,1,1.12,0.824,0.645,0.098,0.3,0.598,1.395,0.972,0.739,0.1,0.329,0.726
44,2,0.92,1.024,0.435,0.089,0.68,0.63,1.107,1.238,0.517,0.09,0.863,0.785
44,3,1.06,0.984,0.455,0.189,0.68,0.674,1.312,1.192,0.54,0.199,0.842,0.828
44,4,1.14,1.124,0.575,0.118,0.72,0.736,1.443,1.399,0.703,0.121,0.872,0.916
44,5,1.12,1.184,0.355,0.169,0.74,0.714,1.387,1.482,0.406,0.177,0.906,0.879
44,6,0.92,1.164,0.605,0.093,0.72,0.701,1.117,1.444,0.717,0.095,0.877,0.849
45,1,0.42,0.287,1.25,1.076,0.37,0.68,0.465,0.312,1.565,1.421,0.413,0.844
45,2,0.48,0.56,1.23,0.916,0.47,0.731,0.531,0.632,1.546,1.222,0.526,0.853
45,3,0.48,0.373,1.71,0.916,0.71,0.838,0.531,0.413,2.334,1.219,0.839,1.045
45,4,0.44,0.32,1.33,0.516,0.59,0.639,0.483,0.357,1.698,0.573,0.668,0.751
45,5,0.44,0.607,1.43,0.856,0.53,0.772,0.486,0.691,1.857,1.164,0.601,0.94
45,6,0.44,0.453,1.41,0.416,0.57,0.658,0.486,0.509,1.854,0.461,0.646,0.793
46,1,0.42,0.633,0.365,0.52,0.8,0.547,0.464,0.749,0.395,0.645,0.987,0.675
46,2,0.38,0.833,0.335,0.493,1.2,0.648,0.411,0.977,0.362,0.543,1.531,0.75
46,3,0.34,0.673,0.375,0.68,1.04,0.621,0.364,0.793,0.409,0.829,1.298,0.732
46,4,0.34,0.873,0.345,0.78,0.78,0.623,0.368,1.042,0.374,0.946,0.974,0.741
46,5,0.3,0.893,0.275,0.647,0.94,0.611,0.321,1.068,0.292,0.786,1.159,0.727
46,6,0.38,0.873,0.405,0.72,0.92,0.659,0.411,1.047,0.442,0.87,1.127,0.742
47,1,0.14,0.933,0.465,0.66,0.35,0.509,0.145,1.133,0.524,0.805,0.393,0.654
47,2,0.14,0.773,0.305,0.773,0.67,0.532,0.145,0.936,0.33,0.94,0.809,0.66
47,3,0.46,0.613,0.165,0.38,0.89,0.501,0.529,0.696,0.172,0.413,1.087,0.596
47,4,0.18,0.853,0.245,0.687,0.65,0.523,0.192,1.04,0.259,0.83,0.766,0.628
47,5,0.18,0.973,0.525,0.753,0.79,0.644,0.196,1.203,0.595,0.915,0.956,0.762
47,6,0.18,1.013,0.415,0.68,0.79,0.615,0.188,1.253,0.466,0.823,0.956,0.755
5,1,0.52,0.364,0.805,0.693,0.505,0.577,0.602,0.406,0.997,0.925,0.574,0.732
5,2,0.6,0.304,0.755,1.027,0.575,0.652,0.707,0.327,0.899,1.465,0.648,0.833
5,3,0.54,0.307,0.545,0.14,0.645,0.435,0.609,0.338,0.645,0.146,0.798,0.523
5,4,0.36,0.213,1.065,1.02,0.475,0.627,0.39,0.222,1.303,1.458,0.523,0.811
5,5,0.5,0.293,0.925,0.613,0.635,0.593,0.564,0.323,1.134,0.838,0.749,0.746
5,6,0.44,0.182,0.815,1.02,0.365,0.564,0.525,0.19,0.992,1.458,0.403,0.775
6,1,0.22,0.266,0.64,0.386,0.46,0.395,0.232,0.289,0.723,0.429,0.516,0.458
6,2,0.42,0.226,0.8,0.584,0.3,0.466,0.47,0.24,0.954,0.664,0.325,0.537
6,3,0.54,0.434,0.62,0.664,0.46,0.544,0.619,0.475,0.708,0.758,0.522,0.591
6,4,0.44,0.494,0.86,0.664,0.74,0.64,0.507,0.543,1.021,0.758,0.896,0.716
6,5,0.48,0.434,0.84,0.584,0.54,0.576,0.546,0.478,1.01,0.656,0.628,0.65
6,6,0.34,0.416,0.78,0.704,0.58,0.564,0.384,0.458,0.932,0.807,0.669,0.646
7,1,1.36,0.851,1.385,0.544,0.14,0.856,1.734,0.999,1.797,0.607,0.152,0.995
7,2,1.32,0.651,1.405,0.486,0.54,0.88,1.67,0.752,1.83,0.546,0.628,0.996
7,3,1.32,0.351,1.425,0.326,0.16,0.716,1.674,0.383,1.869,0.375,0.174,0.922
7,4,1.32,0.471,1.445,0.329,0.06,0.725,1.696,0.535,1.884,0.377,0.064,0.937
7,5,1.16,0.291,1.045,0.384,0.38,0.652,1.446,0.32,1.298,0.42,0.497,0.814
7,6,1.04,0.571,1.385,0.346,0.26,0.72,1.296,0.652,1.771,0.381,0.284,0.876
8,1,0.82,0.693,0.33,0.6,0.21,0.531,0.956,0.816,0.357,0.695,0.22,0.607
8,2,0.7,0.833,0.39,0.807,0.21,0.588,0.798,0.979,0.431,0.943,0.22,0.65
8,3,0.58,0.833,0.31,0.82,0.57,0.623,0.662,0.999,0.331,0.982,0.694,0.725
8,4,0.94,0.613,0.53,0.987,0.45,0.704,1.163,0.707,0.614,1.186,0.542,0.804
8,5,0.54,1.013,0.41,0.947,0.75,0.732,0.609,1.246,0.445,1.134,0.97,0.854
8,6,0.74,1.333,0.57,1.1,0.41,0.831,0.851,1.689,0.648,1.355,0.46,0.915
9,1,0.44,1.136,0.71,0.453,0.81,0.71,0.492,1.405,0.825,0.496,0.968,0.774
9,2,0.46,1.396,0.59,0.82,0.79,0.811,0.531,1.796,0.666,0.993,0.956,0.921
9,3,0.3,1.096,0.63,0.607,0.79,0.684,0.345,1.356,0.724,0.742,0.956,0.808
9,4,0.24,1.236,0.75,0.7,0.73,0.731,0.256,1.569,0.876,0.848,0.865,0.854
9,5,0.36,1.316,0.79,0.5,0.99,0.791,0.41,1.683,0.925,0.558,1.216,0.903
9,6,0.4,1.296,0.75,0.78,0.89,0.823,0.454,1.646,0.893,0.941,1.082,0.929
