Participant,Rounds,O_MAE,C_MAE,E_MAE,A_MAE,N_MAE,Avg_MAE,O_RMSE,C_RMSE,E_RMSE,A_RMSE,N_RMSE,Avg_RMSE
23,5,0.74,0.324,1.01,0.627,0.325,0.605,0.899,0.355,1.267,0.743,0.374,0.74
23,6,0.28,0.236,0.73,0.767,0.375,0.478,0.301,0.253,0.864,0.912,0.436,0.602
24,1,1.08,0.509,0.53,0.678,1.09,0.777,1.318,0.59,0.601,0.858,1.348,0.881
24,2,1.2,0.651,0.69,0.682,0.95,0.835,1.555,0.781,0.831,0.85,1.173,0.92
24,3,0.84,0.209,0.49,0.342,0.81,0.538,1.011,0.223,0.558,0.37,0.979,0.649
24,4,0.82,0.331,0.51,0.271,1.03,0.592,0.977,0.36,0.578,0.287,1.262,0.707
24,5,1.1,0.331,0.45,0.462,1.05,0.679,1.441,0.36,0.513,0.538,1.302,0.848
24,6,0.8,0.369,0.45,0.347,1.19,0.631,0.982,0.4,0.513,0.378,1.476,0.764
25,1,0.1,0.414,0.295,0.313,1.04,0.433,0.104,0.45,0.331,0.34,1.302,0.579
25,2,0.16,0.214,0.225,0.353,1.16,0.423,0.17,0.226,0.245,0.388,1.478,0.614
25,3,0.28,0.191,0.155,0.313,1.24,0.436,0.301,0.202,0.164,0.348,1.582,0.637
25,4,0.26,0.311,0.485,0.413,1.28,0.55,0.275,0.335,0.553,0.491,1.638,0.735
25,5,0.46,0.309,0.135,0.253,1.26,0.484,0.528,0.333,0.14,0.268,1.584,0.652
25,6,0.2,0.224,0.435,0.213,1.26,0.467,0.221,0.241,0.48,0.228,1.608,0.64
26,1,1.14,0.293,0.795,0.351,1.175,0.751,1.402,0.334,0.948,0.388,1.596,0.919
26,2,1.42,0.413,1.115,0.409,0.475,0.766,1.896,0.483,1.394,0.456,0.528,0.904
26,3,1.6,0.564,1.275,0.511,0.815,0.953,2.227,0.668,1.69,0.577,1.043,1.1
26,4,1.1,0.184,0.865,0.351,1.155,0.731,1.361,0.193,1.03,0.381,1.551,0.87
26,5,1.38,0.424,1.085,0.669,0.635,0.839,1.843,0.492,1.368,0.803,0.738,0.948
26,6,1.18,0.356,1.185,0.589,0.795,0.821,1.528,0.392,1.521,0.69,0.96,0.958
27,1,0.8,0.407,0.915,0.84,1.975,0.987,0.931,0.446,1.087,1.009,2.803,1.139
27,2,0.44,0.571,0.925,1.1,1.395,0.886,0.498,0.657,1.18,1.348,1.842,1.012
27,3,0.7,0.691,0.935,1.08,1.565,0.994,0.809,0.827,1.148,1.321,2.132,1.102
27,4,0.8,0.651,0.915,1.12,1.395,0.976,0.931,0.769,1.092,1.373,1.811,1.043
27,5,0.84,0.831,0.805,1.16,1.595,1.046,0.986,0.993,0.962,1.43,2.132,1.123
27,6,0.78,0.731,1.015,1.1,1.635,1.052,0.964,0.856,1.307,1.345,2.178,1.169
28,1,0.4,0.613,0.56,0.191,0.745,0.502,0.445,0.69,0.637,0.2,0.865,0.561
28,2,0.3,0.873,0.86,0.311,0.775,0.624,0.331,1.046,1.041,0.33,0.898,0.719
28,3,0.04,0.993,0.48,0.287,0.765,0.513,0.042,1.219,0.536,0.303,0.885,0.626
28,4,0.14,0.813,0.54,0.311,0.825,0.526,0.152,0.986,0.628,0.33,0.986,0.671
28,5,0.04,0.833,0.52,0.271,0.845,0.502,0.042,0.985,0.586,0.287,0.996,0.614
28,6,0.32,1.173,0.62,0.271,0.925,0.662,0.371,1.457,0.737,0.287,1.111,0.804
29,1,0.48,0.547,0.54,0.766,0.72,0.611,0.557,0.639,0.619,0.977,0.868,0.711
29,2,0.52,0.751,0.52,0.444,1.04,0.655,0.598,0.904,0.605,0.487,1.258,0.748
29,3,0.6,0.711,0.62,0.564,0.84,0.667,0.723,0.836,0.731,0.634,1.002,0.745
29,4,0.64,0.691,0.62,0.524,0.84,0.663,0.732,0.821,0.713,0.585,0.986,0.718
29,5,0.96,0.951,0.62,0.484,0.88,0.779,1.165,1.152,0.74,0.533,1.078,0.873
29,6,0.62,0.911,0.88,0.669,0.94,0.81,0.747,1.096,1.059,0.76,1.127,0.875
3,1,0.36,0.822,0.54,0.433,0.615,0.554,0.387,0.963,0.609,0.479,0.701,0.602
3,2,0.32,0.782,0.52,0.533,0.685,0.568,0.342,0.915,0.578,0.59,0.782,0.603
3,3,0.68,0.702,0.56,0.493,0.865,0.66,0.822,0.816,0.624,0.543,1.019,0.713
3,4,0.56,0.822,0.76,0.553,0.845,0.708,0.678,0.993,0.928,0.62,0.988,0.775
3,5,0.52,0.962,0.7,0.553,0.785,0.704,0.634,1.165,0.84,0.62,0.911,0.759
3,6,0.48,1.022,0.76,0.593,0.785,0.728,0.528,1.25,0.904,0.666,0.912,0.771
30,1,0.24,0.3,0.28,0.729,0.825,0.475,0.256,0.324,0.303,0.847,1.022,0.578
30,2,0.28,0.34,0.44,1.009,0.675,0.549,0.298,0.372,0.496,1.218,0.837,0.671
30,3,0.22,0.36,0.12,1.009,0.475,0.437,0.232,0.399,0.125,1.214,0.578,0.586
30,4,0.36,0.54,0.34,1.149,0.495,0.577,0.39,0.622,0.377,1.416,0.597,0.702
30,5,0.46,0.38,0.2,1.049,0.595,0.537,0.513,0.436,0.208,1.282,0.726,0.649
30,6,0.44,0.22,0.28,0.969,0.555,0.493,0.487,0.238,0.323,1.162,0.637,0.604
31,1,1.34,0.858,0.535,0.12,1.25,0.821,1.739,1.01,0.6,0.125,1.606,0.979
31,2,0.86,1.098,0.565,0.32,1.45,0.859,1.067,1.346,0.636,0.355,1.903,1.002
31,3,0.88,1.298,0.895,0.3,1.41,0.957,1.096,1.659,1.078,0.32,1.865,1.095
31,4,1.06,0.998,0.495,0.22,1.39,0.833,1.408,1.24,0.565,0.23,1.816,1.001
31,5,0.74,1.338,0.365,0.08,1.23,0.751,0.88,1.712,0.405,0.083,1.59,0.937
31,6,0.62,1.138,0.635,0.34,1.35,0.817,0.737,1.408,0.727,0.372,1.766,0.943
32,1,0.3,0.198,0.21,0.596,0.77,0.415,0.331,0.213,0.22,0.671,0.957,0.517
32,2,0.38,0.573,0.29,0.636,0.89,0.554,0.417,0.655,0.312,0.734,1.085,0.63
32,3,0.38,0.418,0.37,0.594,0.77,0.506,0.411,0.47,0.406,0.675,0.918,0.554
32,4,0.26,0.509,0.31,0.716,0.65,0.489,0.281,0.57,0.335,0.819,0.776,0.562
32,5,0.18,0.609,0.51,0.756,0.81,0.573,0.192,0.695,0.578,0.87,0.957,0.64
32,6,0.3,0.589,0.37,0.636,1.01,0.581,0.331,0.666,0.408,0.728,1.229,0.646
33,1,0.26,0.716,0.71,0.513,0.345,0.509,0.284,0.838,0.843,0.59,0.39,0.604
33,2,0.2,0.796,0.61,0.607,0.665,0.575,0.211,0.952,0.69,0.694,0.771,0.641
33,3,0.56,0.716,0.61,0.727,0.525,0.627,0.633,0.819,0.718,0.84,0.593,0.674
33,4,0.6,0.956,0.65,0.947,0.835,0.797,0.707,1.173,0.793,1.132,0.98,0.882
33,5,0.5,1.096,0.89,0.807,0.645,0.787,0.569,1.359,1.078,0.94,0.731,0.849
33,6,0.28,0.996,0.67,0.667,0.705,0.663,0.31,1.214,0.778,0.775,0.811,0.743
35,1,0.62,0.68,0.595,0.533,0.875,0.661,0.712,0.784,0.681,0.59,1.048,0.708
35,2,0.62,0.72,0.555,0.453,0.815,0.633,0.724,0.829,0.639,0.499,0.983,0.707
35,3,0.66,0.5,0.455,0.533,0.915,0.613,0.79,0.632,0.51,0.593,1.091,0.73
35,4,0.58,0.58,0.645,0.553,0.855,0.643,0.678,0.758,0.755,0.615,1.012,0.742
35,5,0.68,0.56,0.535,0.533,0.955,0.653,0.795,0.684,0.605,0.593,1.154,0.736
35,6,0.84,0.76,0.915,0.493,0.955,0.793,1.067,0.945,1.115,0.543,1.16,0.917
36,1,1.36,0.682,1.015,0.291,0.4,0.75,1.738,0.786,1.224,0.318,0.454,0.875
36,2,1.22,0.482,0.935,0.487,0.34,0.693,1.542,0.535,1.121,0.556,0.37,0.793
36,3,1.02,0.533,0.975,0.538,0.46,0.705,1.243,0.595,1.232,0.681,0.52,0.829
36,4,1.14,0.442,0.755,0.167,0.52,0.605,1.417,0.49,0.918,0.175,0.583,0.736
36,5,1.18,0.502,0.835,0.318,0.68,0.703,1.48,0.57,1.017,0.358,0.79,0.827
36,6,1.1,0.462,0.575,0.342,0.7,0.636,1.345,0.522,0.651,0.38,0.853,0.746
38,1,0.3,0.414,0.375,0.353,1.03,0.495,0.331,0.45,0.426,0.398,1.28,0.631
38,2,0.08,0.311,0.465,0.173,0.97,0.4,0.082,0.337,0.538,0.181,1.194,0.569
38,3,0.14,0.336,0.305,0.333,0.81,0.385,0.148,0.363,0.33,0.365,0.98,0.487
38,4,0.38,0.331,0.515,0.26,1.09,0.515,0.417,0.357,0.594,0.278,1.342,0.618
38,5,0.48,0.249,0.395,0.093,1.07,0.458,0.552,0.263,0.462,0.096,1.318,0.604
38,6,0.16,0.271,0.175,0.273,0.99,0.374,0.171,0.292,0.191,0.296,1.194,0.513
39,1,0.54,0.247,0.48,0.442,0.655,0.473,0.648,0.26,0.53,0.506,0.792,0.591
39,2,0.78,0.253,0.4,0.331,0.465,0.446,0.941,0.268,0.434,0.361,0.523,0.504
39,3,0.5,0.167,0.28,0.238,0.695,0.376,0.601,0.174,0.301,0.265,0.796,0.467
39,4,0.32,0.227,0.28,0.347,0.775,0.39,0.354,0.243,0.304,0.388,0.897,0.471
39,5,0.48,0.247,0.56,0.567,0.695,0.51,0.579,0.262,0.659,0.678,0.794,0.621
39,6,0.34,0.273,0.44,0.193,0.565,0.362,0.368,0.298,0.518,0.209,0.644,0.454
40,1,0.42,0.222,0.97,0.327,0.5,0.488,0.486,0.235,1.245,0.351,0.55,0.584
40,2,0.54,0.182,0.91,0.42,0.48,0.506,0.625,0.193,1.124,0.457,0.531,0.6
40,3,0.46,0.122,0.69,0.38,0.3,0.39,0.52,0.128,0.792,0.413,0.337,0.478
40,4,0.42,0.404,1.15,0.38,0.52,0.575,0.476,0.44,1.453,0.413,0.601,0.689
40,5,0.6,0.136,1.03,0.553,0.54,0.572,0.686,0.141,1.291,0.615,0.631,0.681
40,6,0.48,0.387,0.89,0.56,0.14,0.491,0.55,0.426,1.072,0.688,0.152,0.614
41,1,0.28,0.498,0.535,0.347,0.36,0.404,0.311,0.555,0.607,0.38,0.394,0.465
41,2,0.28,0.598,0.615,0.393,0.44,0.465,0.31,0.676,0.694,0.431,0.49,0.521
41,3,0.32,0.547,0.605,0.42,0.7,0.518,0.342,0.613,0.686,0.46,0.849,0.577
41,4,0.18,0.327,0.675,0.493,0.6,0.455,0.193,0.354,0.781,0.543,0.685,0.519
41,5,0.16,0.324,0.455,0.573,0.44,0.39,0.17,0.358,0.514,0.644,0.482,0.459
41,6,0.28,0.327,0.495,0.573,0.62,0.459,0.316,0.354,0.562,0.644,0.769,0.57
42,1,0.48,0.369,0.57,0.207,0.685,0.462,0.552,0.397,0.683,0.217,0.79,0.533
42,2,0.4,0.424,0.47,0.358,0.875,0.506,0.442,0.475,0.522,0.387,1.041,0.573
42,3,0.7,0.326,0.75,0.351,0.825,0.59,0.824,0.37,0.898,0.38,0.998,0.699
42,4,0.58,0.249,0.73,0.358,0.795,0.542,0.668,0.264,0.863,0.391,0.925,0.611
42,5,0.7,0.089,0.79,0.307,0.825,0.542,0.82,0.092,0.967,0.328,0.962,0.654
42,6,0.62,0.271,0.67,0.291,0.685,0.507,0.724,0.289,0.797,0.31,0.788,0.57
44,1,0.9,1.064,0.495,0.238,0.5,0.64,1.1,1.3,0.556,0.255,0.557,0.742
44,2,1.16,1.184,0.285,0.113,0.68,0.685,1.453,1.478,0.306,0.116,0.827,0.861
44,3,0.98,1.104,0.495,0.153,0.68,0.683,1.209,1.377,0.571,0.159,0.827,0.847
44,4,0.82,0.924,0.385,0.093,0.74,0.593,1.004,1.106,0.427,0.095,0.906,0.74
44,5,1.06,1.204,0.375,0.149,0.68,0.694,1.324,1.512,0.435,0.154,0.838,0.884
44,6,0.86,1.244,0.385,0.169,0.84,0.7,1.038,1.557,0.432,0.177,1.062,0.867
45,1,0.32,0.36,1.21,0.536,0.53,0.591,0.348,0.396,1.507,0.619,0.593,0.712
45,2,0.74,0.227,1.69,0.596,0.67,0.784,0.897,0.247,2.284,0.674,0.762,0.949
45,3,0.46,0.44,1.45,0.436,0.67,0.691,0.52,0.488,1.886,0.479,0.782,0.82
45,4,0.46,0.52,1.31,0.416,0.49,0.639,0.51,0.578,1.715,0.453,0.546,0.75
45,5,0.64,0.44,1.61,0.476,0.53,0.739,0.771,0.498,2.155,0.543,0.6,0.904
45,6,0.48,0.44,1.55,0.396,0.47,0.667,0.538,0.495,2.066,0.435,0.529,0.83
46,1,0.44,0.513,0.615,0.26,1.08,0.581,0.49,0.573,0.724,0.276,1.371,0.72
46,2,0.34,0.773,0.525,0.333,0.82,0.558,0.374,0.913,0.587,0.359,1.007,0.63
46,3,0.22,0.773,0.805,0.493,1.2,0.698,0.232,0.91,0.948,0.543,1.51,0.797
46,4,0.24,1.013,0.435,0.513,1.24,0.688,0.256,1.233,0.477,0.568,1.576,0.794
46,5,0.3,0.833,0.325,0.493,1.24,0.638,0.321,0.982,0.35,0.543,1.564,0.744
46,6,0.28,0.793,0.465,0.533,1.3,0.674,0.299,0.933,0.532,0.59,1.652,0.783
47,1,0.3,0.413,0.365,0.36,0.77,0.441,0.337,0.45,0.422,0.388,1.016,0.537
47,2,0.32,0.653,0.585,0.56,0.83,0.589,0.354,0.766,0.675,0.629,1.002,0.666
47,3,0.4,0.953,0.375,0.48,0.77,0.595,0.446,1.151,0.408,0.528,0.925,0.658
47,4,0.44,0.933,0.565,0.393,0.97,0.66,0.493,1.123,0.66,0.432,1.194,0.763
47,5,0.22,1.013,0.425,0.54,0.85,0.609,0.234,1.253,0.467,0.605,1.029,0.696
47,6,0.22,1.113,0.395,0.493,0.93,0.63,0.232,1.376,0.437,0.543,1.134,0.744
5,1,0.56,0.347,0.645,0.24,0.525,0.463,0.646,0.383,0.782,0.255,0.598,0.564
5,2,0.66,0.376,0.665,0.233,0.585,0.504,0.769,0.412,0.798,0.252,0.689,0.585
5,3,0.7,0.324,0.585,0.16,0.665,0.487,0.808,0.356,0.682,0.167,0.791,0.576
5,4,0.6,0.216,0.485,0.18,0.485,0.393,0.694,0.227,0.552,0.188,0.56,0.474
5,5,0.28,0.404,0.715,0.34,0.565,0.461,0.304,0.457,0.859,0.389,0.688,0.561
5,6,0.56,0.284,0.925,0.153,0.645,0.514,0.634,0.302,1.198,0.158,0.81,0.649
6,1,0.18,0.229,0.6,0.484,0.38,0.375,0.188,0.249,0.674,0.548,0.416,0.439
6,2,0.38,0.329,0.62,0.564,0.52,0.483,0.424,0.357,0.732,0.634,0.576,0.539
6,3,0.26,0.311,0.78,0.664,0.66,0.535,0.278,0.347,0.92,0.758,0.804,0.626
6,4,0.46,0.431,0.54,0.664,0.64,0.547,0.523,0.471,0.603,0.753,0.738,0.579
6,5,0.42,0.494,0.8,0.624,0.56,0.58,0.483,0.545,0.954,0.705,0.658,0.648
6,6,0.28,0.454,0.58,0.624,0.46,0.48,0.306,0.498,0.652,0.705,0.519,0.529
7,1,1.28,0.531,1.245,0.286,0.06,0.68,1.613,0.614,1.569,0.307,0.064,0.865
7,2,1.44,0.531,1.445,0.386,0.28,0.816,1.856,0.597,1.887,0.427,0.322,0.996
7,3,1.12,0.451,1.225,0.306,0.44,0.708,1.389,0.506,1.587,0.336,0.53,0.855
7,4,1.22,0.471,1.085,0.484,0.42,0.736,1.532,0.546,1.338,0.565,0.532,0.873
7,5,1.36,0.651,1.305,0.346,0.1,0.752,1.731,0.756,1.652,0.389,0.11,0.934
7,6,1.16,0.571,1.485,0.586,0.4,0.84,1.446,0.678,1.952,0.751,0.471,0.999
8,1,0.76,0.673,0.37,0.52,0.41,0.547,0.878,0.77,0.399,0.591,0.463,0.604
8,2,0.6,0.853,0.33,0.827,0.55,0.632,0.675,1.017,0.363,0.965,0.71,0.744
8,3,0.68,0.633,0.31,0.787,0.41,0.564,0.773,0.72,0.334,0.932,0.467,0.634
8,4,0.72,0.633,0.33,0.847,0.43,0.592,0.829,0.733,0.353,0.997,0.531,0.683
8,5,0.66,0.853,0.35,0.867,0.65,0.676,0.748,1.004,0.378,1.017,0.796,0.742
8,6,0.58,1.093,0.45,0.847,0.23,0.64,0.649,1.343,0.491,0.992,0.255,0.721
9,1,0.56,1.036,0.67,0.533,1.19,0.798,0.65,1.287,0.765,0.601,1.476,0.866
9,2,0.48,1.196,0.61,0.453,0.93,0.734,0.563,1.487,0.695,0.496,1.113,0.813
9,3,0.56,1.216,0.59,0.493,0.99,0.77,0.666,1.523,0.66,0.543,1.203,0.846
9,4,0.42,1.076,0.61,0.513,0.95,0.714,0.473,1.319,0.695,0.568,1.141,0.783
9,5,0.62,1.196,0.79,0.433,0.87,0.782,0.713,1.502,0.932,0.479,1.027,0.853
9,6,0.3,0.956,0.65,0.513,1.05,0.694,0.332,1.161,0.752,0.568,1.312,0.794
